age,Country,employment_status,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,gender,household_children,household_size,vac_1,vac_3,vac2_1,vac2_2,vac2_3,vac2_6
56,italy.csv,Full time employment,,,,,,,,Male,1,4,5 – Strongly disagree,5 – Strongly disagree,3,3,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Full time employment,,,,,,,,Male,1,4,5 – Strongly disagree,5 – Strongly disagree,3,3,3,1 - Strongly agree
56,italy.csv,Full time employment,,,,,,,,Male,1,5,4,4,3,2,3,3
56,italy.csv,Full time employment,,,,,,,,Male,2,2,2,1 - Strongly agree,2,3,2,4
56,italy.csv,Full time employment,,,,,,,,Male,2,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,2,1 - Strongly agree
56,italy.csv,Not working,,,,,,,,Female,,6,1 - Strongly agree,1 - Strongly agree,3,3,2,2
56,italy.csv,Not working,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,2,3,2,2
56,italy.csv,Not working,,,,,,,,Female,0,2,5 – Strongly disagree,3,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
56,italy.csv,Not working,,,,,,,,Female,0,3,1 - Strongly agree,1 - Strongly agree,2,3,3,3
56,italy.csv,Not working,,,,,,,,Female,0,3,1 - Strongly agree,1 - Strongly agree,4,3,2,5 – Strongly disagree
56,italy.csv,Not working,,,,,,,,Female,0,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Not working,,,,,,,,Female,0,4,5 – Strongly disagree,3,2,1 - Strongly agree,3,3
56,italy.csv,Not working,,,,,,,,Female,0,5,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Not working,,,,,,,,Female,0,5,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Not working,,,,,,,,Female,0,5,1 - Strongly agree,1 - Strongly agree,3,3,3,1 - Strongly agree
56,italy.csv,Not working,,,,,,,,Female,0,Prefer not to say,4,4,3,2,3,4
56,italy.csv,Not working,,,,,,,,Female,1,4,3,3,3,1 - Strongly agree,3,3
56,italy.csv,Not working,,,,,,,,Female,1,5,2,4,2,4,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Not working,,,,,,,,Female,1,8 or more,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Not working,,,,,,,,Female,4,4,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,3
56,italy.csv,Not working,,,,,,,,Female,4,Prefer not to say,3,3,4,3,3,3
56,italy.csv,Other,,,,,,,,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,3,2,1 - Strongly agree,4
56,italy.csv,Other,,,,,,,,Female,0,3,2,2,2,2,2,2
56,italy.csv,Other,,,,,,,,Male,0,3,1 - Strongly agree,1 - Strongly agree,2,3,2,1 - Strongly agree
56,italy.csv,Part time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Part time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,2,1 - Strongly agree
56,italy.csv,Part time employment,,,,,,,,Female,0,2,5 – Strongly disagree,3,3,3,4,5 – Strongly disagree
56,italy.csv,Part time employment,,,,,,,,Female,0,3,5 – Strongly disagree,5 – Strongly disagree,3,3,2,1 - Strongly agree
56,italy.csv,Part time employment,,,,,,,,Female,1,3,3,3,1 - Strongly agree,4,4,3
56,italy.csv,Part time employment,,,,,,,,Female,2,6,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,2,2,1 - Strongly agree
56,italy.csv,Part time employment,,,,,,,,Female,4,2,1 - Strongly agree,1 - Strongly agree,3,2,2,3
56,italy.csv,Part time employment,,,,,,,,Female,4,4,5 – Strongly disagree,3,3,1 - Strongly agree,4,4
56,italy.csv,Part time employment,,,,,,,,Male,1,3,2,2,2,3,2,2
56,italy.csv,Part time employment,,,,,,,,Male,4,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Retired,,,,,,,,Male,0,3,5 – Strongly disagree,5 – Strongly disagree,4,4,4,5 – Strongly disagree
56,italy.csv,Unemployed,,,,,,,,Female,0,2,3,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Female,0,2,3,3,3,2,3,3
56,italy.csv,Unemployed,,,,,,,,Female,0,2,4,3,4,4,3,4
56,italy.csv,Unemployed,,,,,,,,Female,0,2,4,4,2,3,2,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Female,0,2,5 – Strongly disagree,4,5 – Strongly disagree,2,3,5 – Strongly disagree
56,italy.csv,Unemployed,,,,,,,,Female,0,2,5 – Strongly disagree,5 – Strongly disagree,3,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
56,italy.csv,Unemployed,,,,,,,,Female,0,3,2,2,3,5 – Strongly disagree,1 - Strongly agree,2
56,italy.csv,Unemployed,,,,,,,,Female,0,3,4,2,2,1 - Strongly agree,3,3
56,italy.csv,Unemployed,,,,,,,,Female,1,5,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,3
56,italy.csv,Unemployed,,,,,,,,Female,2,2,3,3,2,1 - Strongly agree,3,2
56,italy.csv,Unemployed,,,,,,,,Female,2,3,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
56,italy.csv,Unemployed,,,,,,,,Female,2,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,5 – Strongly disagree
56,italy.csv,Unemployed,,,,,,,,Female,2,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Female,3,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,4,2,2
56,italy.csv,Unemployed,,,,,,,,Male,0,2,3,1 - Strongly agree,2,3,2,3
56,italy.csv,Unemployed,,,,,,,,Male,0,2,4,4,4,2,4,2
56,italy.csv,Unemployed,,,,,,,,Male,0,2,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Male,0,2,5 – Strongly disagree,3,2,2,1 - Strongly agree,4
56,italy.csv,Unemployed,,,,,,,,Male,0,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Male,0,Don't know,4,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,4
56,italy.csv,Unemployed,,,,,,,,Male,1,4,1 - Strongly agree,1 - Strongly agree,2,4,2,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Male,2,2,1 - Strongly agree,3,4,5 – Strongly disagree,4,1 - Strongly agree
56,italy.csv,Unemployed,,,,,,,,Male,4,2,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,japan.csv,Full time employment,,,,,,,,Female,0,1,3,2,1 - Strongly agree,1 - Strongly agree,3,2
56,japan.csv,Full time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,japan.csv,Full time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree
56,japan.csv,Full time employment,,,,,,,,Female,0,2,2,2,4,2,2,3
56,japan.csv,Full time employment,,,,,,,,Female,0,2,3,1 - Strongly agree,1 - Strongly agree,2,3,2
56,japan.csv,Full time employment,,,,,,,,Female,0,2,3,3,1 - Strongly agree,1 - Strongly agree,3,3
56,japan.csv,Full time employment,,,,,,,,Female,0,2,3,3,3,3,3,3
56,japan.csv,Full time employment,,,,,,,,Female,0,3,2,2,2,2,2,2
56,japan.csv,Full time employment,,,,,,,,Female,0,3,3,1 - Strongly agree,1 - Strongly agree,2,2,2
56,japan.csv,Full time employment,,,,,,,,Female,0,3,4,4,1 - Strongly agree,1 - Strongly agree,2,3
56,japan.csv,Full time employment,,,,,,,,Female,0,4,2,2,2,1 - Strongly agree,2,4
56,japan.csv,Full time employment,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,2,2
56,japan.csv,Full time employment,,,,,,,,Male,0,1,3,3,3,3,4,3
56,japan.csv,Full time employment,,,,,,,,Male,0,1,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4
56,japan.csv,Full time employment,,,,,,,,Male,0,1,5 – Strongly disagree,4,3,2,1 - Strongly agree,5 – Strongly disagree
56,japan.csv,Full time employment,,,,,,,,Male,0,2,4,2,1 - Strongly agree,2,3,3
56,japan.csv,Full time employment,,,,,,,,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
56,japan.csv,Full time employment,,,,,,,,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,2,5 – Strongly disagree,5 – Strongly disagree
56,japan.csv,Full time employment,,,,,,,,Male,0,3,2,2,2,2,2,2
56,japan.csv,Full time employment,,,,,,,,Male,0,3,2,2,2,3,2,2
56,japan.csv,Full time employment,,,,,,,,Male,0,4,1 - Strongly agree,1 - Strongly agree,2,2,3,2
56,japan.csv,Full time employment,,,,,,,,Male,0,4,5 – Strongly disagree,5 – Strongly disagree,4,1 - Strongly agree,2,5 – Strongly disagree
56,japan.csv,Full time employment,,,,,,,,Male,1,3,5 – Strongly disagree,3,2,3,3,3
56,japan.csv,Full time employment,,,,,,,,Male,1,3,5 – Strongly disagree,3,3,1 - Strongly agree,4,4
56,japan.csv,Full time employment,,,,,,,,Male,1,4,3,3,3,3,3,3
56,japan.csv,Full time employment,,,,,,,,Male,2,5,3,3,3,3,3,3
56,japan.csv,Not working,,,,,,,,Female,0,2,3,2,2,2,2,3
56,japan.csv,Not working,,,,,,,,Female,0,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
56,japan.csv,Not working,,,,,,,,Female,0,4,2,2,2,3,2,3
56,japan.csv,Not working,,,,,,,,Female,0,4,3,2,2,2,2,3
56,japan.csv,Not working,,,,,,,,Female,0,6,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,2
56,japan.csv,Not working,,,,,,,,Female,1,3,2,2,2,2,2,2
56,japan.csv,Not working,,,,,,,,Female,1,3,4,4,3,3,3,3
56,japan.csv,Not working,,,,,,,,Female,1,4,2,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2
56,japan.csv,Other,,,,,,,,Female,0,3,3,2,3,2,2,3
56,japan.csv,Other,,,,,,,,Male,0,3,3,3,3,3,3,3
56,japan.csv,Part time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,japan.csv,Part time employment,,,,,,,,Female,0,2,3,3,1 - Strongly agree,2,2,2
56,japan.csv,Part time employment,,,,,,,,Female,0,2,3,3,3,1 - Strongly agree,1 - Strongly agree,3
56,japan.csv,Part time employment,,,,,,,,Female,0,2,5 – Strongly disagree,5 – Strongly disagree,3,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
56,japan.csv,Part time employment,,,,,,,,Female,0,3,3,3,2,1 - Strongly agree,2,2
56,japan.csv,Part time employment,,,,,,,,Female,0,4,2,2,2,2,2,2
56,japan.csv,Part time employment,,,,,,,,Female,0,4,3,3,2,2,3,3
56,japan.csv,Part time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,japan.csv,Part time employment,,,,,,,,Male,0,1,3,3,3,3,3,3
56,japan.csv,Unemployed,,,,,,,,Female,0,1,2,2,1 - Strongly agree,1 - Strongly agree,2,2
56,japan.csv,Unemployed,,,,,,,,Female,0,2,2,2,3,2,2,2
56,japan.csv,Unemployed,,,,,,,,Female,0,2,3,3,3,3,3,3
56,japan.csv,Unemployed,,,,,,,,Female,0,3,3,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,japan.csv,Unemployed,,,,,,,,Male,0,1,2,2,2,2,1 - Strongly agree,2
56,netherlands.csv,Full time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,3,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Female,1,1,1 - Strongly agree,1 - Strongly agree,3,2,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,4,3,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,1 - Strongly agree,2
56,netherlands.csv,Full time employment,,,,,,,,Male,0,1,4,3,4,2,2,4
56,netherlands.csv,Full time employment,,,,,,,,Male,0,1,5 – Strongly disagree,4,5 – Strongly disagree,1 - Strongly agree,3,5 – Strongly disagree
56,netherlands.csv,Full time employment,,,,,,,,Male,0,1,5 – Strongly disagree,5 – Strongly disagree,4,1 - Strongly agree,3,5 – Strongly disagree
56,netherlands.csv,Full time employment,,,,,,,,Male,2,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Male,2,4,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Male,2,4,1 - Strongly agree,1 - Strongly agree,3,4,4,1 - Strongly agree
56,netherlands.csv,Full time employment,,,,,,,,Male,2,4,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,2,1 - Strongly agree
56,netherlands.csv,Not working,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,2,3,4,1 - Strongly agree
56,netherlands.csv,Not working,,,,,,,,Female,1,2,4,2,4,1 - Strongly agree,2,2
56,netherlands.csv,Not working,,,,,,,,Female,1,4,1 - Strongly agree,1 - Strongly agree,4,4,2,1 - Strongly agree
56,netherlands.csv,Other,,,,,,,,Female,0,2,2,2,4,3,3,2
56,netherlands.csv,Part time employment,,,,,,,,Female,0,2,4,4,3,1 - Strongly agree,3,4
56,netherlands.csv,Part time employment,,,,,,,,Female,0,4,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Part time employment,,,,,,,,Female,0,4,1 - Strongly agree,1 - Strongly agree,4,4,2,2
56,netherlands.csv,Part time employment,,,,,,,,Female,2,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
56,netherlands.csv,Part time employment,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,4,2,2
56,netherlands.csv,Part time employment,,,,,,,,Male,1,3,1 - Strongly agree,1 - Strongly agree,3,3,3,1 - Strongly agree
56,netherlands.csv,Unemployed,,,,,,,,Female,0,1,5 – Strongly disagree,4,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
56,netherlands.csv,Unemployed,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,3,1 - Strongly agree
56,norway.csv,,No,No,No,No,No,Yes,No,Female,0,1,3,3,1 - Strongly agree,1 - Strongly agree,3,3
56,norway.csv,,No,No,No,No,No,Yes,No,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
56,norway.csv,,No,No,No,No,No,Yes,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,2,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,No,No,No,No,No,Yes,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,2,3,1 - Strongly agree
56,norway.csv,,No,No,No,No,No,Yes,No,Female,0,2,3,3,1 - Strongly agree,1 - Strongly agree,3,3
56,norway.csv,,No,No,No,No,No,Yes,No,Female,0,2,5 – Strongly disagree,1 - Strongly agree,2,3,3,5 – Strongly disagree
56,norway.csv,,No,No,No,No,No,Yes,No,Male,0,1,2,2,2,3,4,2
56,norway.csv,,No,No,No,No,No,Yes,No,Male,0,1,4,4,4,1 - Strongly agree,5 – Strongly disagree,4
56,norway.csv,,No,No,No,No,No,Yes,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,2,2,2
56,norway.csv,,No,No,No,No,No,Yes,No,Male,0,2,2,1 - Strongly agree,3,1 - Strongly agree,3,2
56,norway.csv,,No,No,No,No,Yes,No,No,Female,1,2,5 – Strongly disagree,5 – Strongly disagree,2,1 - Strongly agree,3,5 – Strongly disagree
56,norway.csv,,No,No,No,No,Yes,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,4,4,2,1 - Strongly agree
56,norway.csv,,No,No,No,No,Yes,No,No,Male,0,1,2,2,2,4,1 - Strongly agree,2
56,norway.csv,,No,No,No,Yes,No,No,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,No,No,No,Yes,No,No,No,Female,0,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree
56,norway.csv,,No,No,No,Yes,No,No,No,Female,0,5,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,2,3
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,2,2,3,2,3,2
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,3,3,1 - Strongly agree,1 - Strongly agree,3,2
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,3,3,2,3,4,1 - Strongly agree
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,2,3,4,3,3,4
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,3,3,2,3,3,3
56,norway.csv,,No,No,No,Yes,No,No,No,Male,0,4,4,3,3,2,2,2
56,norway.csv,,No,No,Yes,No,No,No,No,Male,0,3,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,2,2,1 - Strongly agree
56,norway.csv,,No,No,Yes,No,No,No,No,Male,0,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,No,Yes,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,No,Yes,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,3,1 - Strongly agree
56,norway.csv,,No,Yes,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree
56,norway.csv,,No,Yes,No,No,No,No,No,Female,0,3,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree,5 – Strongly disagree
56,norway.csv,,No,Yes,No,No,No,No,No,Female,0,3,3,4,2,1 - Strongly agree,2,3
56,norway.csv,,No,Yes,No,No,No,No,No,Male,0,1,5 – Strongly disagree,5 – Strongly disagree,3,2,5 – Strongly disagree,5 – Strongly disagree
56,norway.csv,,No,Yes,No,No,No,No,No,Male,0,2,4,4,5 – Strongly disagree,4,4,5 – Strongly disagree
56,norway.csv,,No,Yes,No,No,No,No,No,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,4,4,4,4
56,norway.csv,,No,Yes,No,No,No,No,No,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,3,5 – Strongly disagree
56,norway.csv,,Yes,No,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,3,4,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,4,4,4,4
56,norway.csv,,Yes,No,No,No,No,No,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,2,5 – Strongly disagree
56,norway.csv,,Yes,No,No,No,No,No,No,Female,1,2,1 - Strongly agree,1 - Strongly agree,2,3,2,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,2,2,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,3,2,2
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,2,1 - Strongly agree,3,3,5 – Strongly disagree,2,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,2,1 - Strongly agree
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,3,1 - Strongly agree,5 – Strongly disagree,4,4,2,3
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,3,5 – Strongly disagree,5 – Strongly disagree,3,3,5 – Strongly disagree,5 – Strongly disagree
56,norway.csv,,Yes,No,No,No,No,No,No,Male,0,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree
56,singapore.csv,Full time employment,,,,,,,,Female,0,2,2,1 - Strongly agree,2,1 - Strongly agree,2,1 - Strongly agree
56,singapore.csv,Full time employment,,,,,,,,Female,0,2,2,2,1 - Strongly agree,1 - Strongly agree,2,2
56,singapore.csv,Full time employment,,,,,,,,Female,0,3,3,3,2,2,3,3
56,singapore.csv,Full time employment,,,,,,,,Female,0,4,3,3,1 - Strongly agree,1 - Strongly agree,2,4
56,singapore.csv,Full time employment,,,,,,,,Female,0,4,3,3,3,3,3,3
56,singapore.csv,Full time employment,,,,,,,,Female,0,8 or more,2,1 - Strongly agree,3,3,3,2
56,singapore.csv,Full time employment,,,,,,,,Female,0,8 or more,3,2,1 - Strongly agree,2,3,3
56,singapore.csv,Full time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,3,3,3,1 - Strongly agree
56,singapore.csv,Full time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,3,4,2,3
56,singapore.csv,Full time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,4,3,2,2
56,singapore.csv,Full time employment,,,,,,,,Female,1,Prefer not to say,1 - Strongly agree,2,2,2,1 - Strongly agree,1 - Strongly agree
56,singapore.csv,Full time employment,,,,,,,,Male,,Prefer not to say,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,2,3,5 – Strongly disagree
56,singapore.csv,Full time employment,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,3
56,singapore.csv,Full time employment,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,3,2,2
56,singapore.csv,Full time employment,,,,,,,,Male,0,2,2,3,3,2,3,2
56,singapore.csv,Full time employment,,,,,,,,Male,0,2,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2
56,singapore.csv,Full time employment,,,,,,,,Male,0,2,3,2,2,2,2,3
56,singapore.csv,Full time employment,,,,,,,,Male,0,2,3,2,2,2,2,2
56,singapore.csv,Full time employment,,,,,,,,Male,0,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,3
56,singapore.csv,Full time employment,,,,,,,,Male,0,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2
56,singapore.csv,Full time employment,,,,,,,,Male,0,4,2,2,3,3,2,3
56,singapore.csv,Full time employment,,,,,,,,Male,0,4,5 – Strongly disagree,5 – Strongly disagree,2,2,2,2
56,singapore.csv,Full time employment,,,,,,,,Male,1,3,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
56,singapore.csv,Full time employment,,,,,,,,Male,1,3,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,singapore.csv,Full time employment,,,,,,,,Male,1,3,3,3,3,3,3,3
56,singapore.csv,Full time employment,,,,,,,,Male,1,4,4,3,4,1 - Strongly agree,2,4
56,singapore.csv,Not working,,,,,,,,Female,0,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,2
56,singapore.csv,Not working,,,,,,,,Female,0,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
56,singapore.csv,Not working,,,,,,,,Female,0,4,2,2,1 - Strongly agree,2,2,2
56,singapore.csv,Not working,,,,,,,,Female,0,4,3,2,2,2,2,2
56,singapore.csv,Part time employment,,,,,,,,Female,0,3,2,2,4,4,2,3
56,singapore.csv,Part time employment,,,,,,,,Female,0,5,2,1 - Strongly agree,4,2,2,2
56,singapore.csv,Part time employment,,,,,,,,Female,0,6,3,3,3,3,3,3
56,singapore.csv,Part time employment,,,,,,,,Female,2,5,3,2,3,3,3,3
56,singapore.csv,Part time employment,,,,,,,,Male,0,1,1 - Strongly agree,4,2,2,2,4
56,singapore.csv,Part time employment,,,,,,,,Male,0,1,2,4,3,2,2,3
56,singapore.csv,Part time employment,,,,,,,,Male,0,6,5 – Strongly disagree,3,3,1 - Strongly agree,3,5 – Strongly disagree
